,Temperature,WI,GHGI,Age,Uses_College,Uses_Sports,Uses_ResidentHousing,Uses_Laboratory,Uses_Office,Uses_Hotel,Uses_Distribution,Uses_Food,Uses_Worship,Uses_Medical,Y_Gas,Y_Very_Low_G,Y_Low_G,Y_Medium_G,Y_High_G,Y_Very_High_G
2,42.55,5.725598190512659,1.0516127170132623,1924.0,0,0,1,0,0,0,0,0,0,0,25.568772098179736,0,0,1,0,0
3,47.1,5.8334060571520165,1.0583406693316786,1924.0,0,0,1,0,0,0,0,0,0,0,13.701472781322614,0,1,0,0,0
4,58.6,6.048741284272956,1.059068015528264,1924.0,0,0,1,0,0,0,0,0,0,0,12.217669725664669,0,1,0,0,0
5,68.4,6.527845801757838,1.0567560936891172,1924.0,0,0,1,0,0,0,0,0,0,0,12.045123079042025,0,1,0,0,0
6,76.05,6.860900113092958,1.050469744418628,1924.0,0,0,1,0,0,0,0,0,0,0,8.717684144806949,1,0,0,0,0
7,76.4,6.941124874217477,1.0449107413447245,1924.0,0,0,1,0,0,0,0,0,0,0,8.881409226434215,1,0,0,0,0
8,67.5,6.51353998771116,1.0417415900596019,1924.0,0,0,1,0,0,0,0,0,0,0,12.880220682981387,0,1,0,0,0
9,55.3,6.099699902935965,1.043144329153017,1924.0,0,0,1,0,0,0,0,0,0,0,16.292022260755243,0,1,0,0,0
10,46.2,5.799558314113467,1.0482357525291153,1924.0,0,0,1,0,0,0,0,0,0,0,23.615586623451453,0,0,1,0,0
11,35.35,5.617229311557745,1.0505476743682622,1924.0,0,0,1,0,0,0,0,0,0,0,26.211405306728857,0,0,1,0,0
0,32.6,0.2988359948554789,0.024895526449796,1923.0,1,0,0,0,0,0,0,0,0,0,0.7146485602467165,1,0,0,0,0
1,34.05,0.3130849443885411,0.024989537182688003,1923.0,1,0,0,0,0,0,0,0,0,0,0.9566354343677146,1,0,0,0,0
2,42.55,0.3038072509251615,0.025038398024125292,1923.0,1,0,0,0,0,0,0,0,0,0,0.771019083937595,1,0,0,0,0
3,47.1,0.30952766833867845,0.025198587365039965,1923.0,1,0,0,0,0,0,0,0,0,0,0.4131640327461529,1,0,0,0,0
4,58.6,0.32095361916550375,0.025215905131625332,1923.0,1,0,0,0,0,0,0,0,0,0,0.3684203716769286,1,0,0,0,0
5,68.4,0.3463754915218445,0.02516085937355041,1923.0,1,0,0,0,0,0,0,0,0,0,0.3632172763970827,1,0,0,0,0
6,76.05,0.36404776110289166,0.025011184390919716,1923.0,1,0,0,0,0,0,0,0,0,0,0.26287929735448107,1,0,0,0,0
7,76.4,0.36830458516256004,0.024878827174874395,1923.0,1,0,0,0,0,0,0,0,0,0,0.26781638083933285,1,0,0,0,0
8,67.5,0.34561640751120437,0.024803371191895282,1923.0,1,0,0,0,0,0,0,0,0,0,0.38839940822239805,1,0,0,0,0
9,55.3,0.3236575458700716,0.024836769741738495,1923.0,1,0,0,0,0,0,0,0,0,0,0.49128131889730725,1,0,0,0,0
10,46.2,0.307731665646837,0.024957994107836078,1923.0,1,0,0,0,0,0,0,0,0,0,0.7121213289064714,1,0,0,0,0
11,35.35,0.2980570655112273,0.025013039865911007,1923.0,1,0,0,0,0,0,0,0,0,0,0.7903975064078196,1,0,0,0,0
0,32.6,0.7892335248747264,1.8007764132019106,1911.0,1,0,0,0,0,0,0,0,0,0,25.166623913918986,0,0,1,0,0
1,34.05,0.826865365949224,1.807576522881099,1911.0,1,0,0,0,0,0,0,0,0,0,33.688284757964595,0,0,1,0,0
2,42.55,0.8023627396228624,1.8111107904117296,1911.0,1,0,0,0,0,0,0,0,0,0,27.15173358666392,0,0,1,0,0
3,47.1,0.8174705086893304,1.8226978194045573,1911.0,1,0,0,0,0,0,0,0,0,0,14.549730322399137,0,1,0,0,0
4,58.6,0.8476467377960741,1.8239504711875658,1911.0,1,0,0,0,0,0,0,0,0,0,12.974065088745991,0,1,0,0,0
5,68.4,0.9147865545320509,1.8199688280201463,1911.0,1,0,0,0,0,0,0,0,0,0,12.790836087275725,0,1,0,0,0
6,76.05,0.961459471630714,1.8091423376098594,1911.0,1,0,0,0,0,0,0,0,0,0,9.257395563760108,1,0,0,0,0
7,76.4,0.9727018531216329,1.799568498982581,1911.0,1,0,0,0,0,0,0,0,0,0,9.431256857557429,1,0,0,0,0
8,67.5,0.9127817941962578,1.7941105162137587,1911.0,1,0,0,0,0,0,0,0,0,0,13.677634544939524,0,1,0,0,0
9,55.3,0.8547878775542918,1.796526344652418,1911.0,1,0,0,0,0,0,0,0,0,0,17.300660599322097,0,1,0,0,0
10,46.2,0.8127272195288261,1.8052949071334763,1911.0,1,0,0,0,0,0,0,0,0,0,25.077626490260197,0,0,1,0,0
11,35.35,0.7871763525040105,1.809276550300896,1911.0,1,0,0,0,0,0,0,0,0,0,27.83415218719229,0,0,1,0,0
0,32.6,0.4290978387668415,0.8381493904764653,1958.0,0,0,0,0,0,0,1,0,0,0,12.285798264032167,0,1,0,0,0
1,34.05,0.44955786886559745,0.8413144184838295,1958.0,0,0,0,0,0,0,1,0,0,0,16.445887688920905,0,1,0,0,0
2,42.55,0.43623605261048826,0.8429594001455515,1958.0,0,0,0,0,0,0,1,0,0,0,13.254885617772707,0,1,0,0,0
3,47.1,0.4444499853068203,0.8483524412896788,1958.0,0,0,0,0,0,0,1,0,0,0,7.102861796182477,1,0,0,0,0
4,58.6,0.46085647880174896,0.8489354727647196,1958.0,0,0,0,0,0,0,1,0,0,0,6.333656309641031,1,0,0,0,0
5,68.4,0.4973596801339305,0.8470822655761971,1958.0,0,0,0,0,0,0,1,0,0,0,6.244207897494708,1,0,0,0,0
6,76.05,0.5227352467118445,0.8420432078276304,1958.0,0,0,0,0,0,0,1,0,0,0,4.5192591082429425,1,0,0,0,0
7,76.4,0.5288476094641887,0.8375871815541046,1958.0,0,0,0,0,0,0,1,0,0,0,4.604134409309293,1,0,0,0,0
8,67.5,0.49626971334942166,0.8350468301271411,1958.0,0,0,0,0,0,0,1,0,0,0,6.677123611139022,1,0,0,0,0
9,55.3,0.46473904022369256,0.8361712479718627,1958.0,0,0,0,0,0,0,1,0,0,0,8.44580610751703,1,0,0,0,0
10,46.2,0.4418711096467403,0.840252468297148,1958.0,0,0,0,0,0,0,1,0,0,0,12.242351658049959,0,1,0,0,0
11,35.35,0.4279793761186853,0.8421056754856705,1958.0,0,0,0,0,0,0,1,0,0,0,13.588027531697751,0,1,0,0,0
0,32.6,3.8312307032753705,0.547701581895512,1958.0,0,0,1,0,0,0,0,0,0,0,9.00457185910863,1,0,0,0,0
1,34.05,4.013909543442835,0.549769818019136,1958.0,0,0,1,0,0,0,0,0,0,0,12.053606473033204,0,1,0,0,0
2,42.55,3.894964755450788,0.5508447565307565,1958.0,0,0,1,0,0,0,0,0,0,0,9.714840457613697,1,0,0,0,0
3,47.1,3.9683034402394672,0.5543689220308792,1958.0,0,0,1,0,0,0,0,0,0,0,5.205866812601527,1,0,0,0,0
4,58.6,4.114789989301331,0.5547499128957574,1958.0,0,0,1,0,0,0,0,0,0,0,4.642096683129301,1,0,0,0,0
5,68.4,4.440711429767237,0.553538906218109,1958.0,0,0,1,0,0,0,0,0,0,0,4.5765376826032425,1,0,0,0,0
6,76.05,4.6672789884986114,0.5502460566002337,1958.0,0,0,1,0,0,0,0,0,0,0,3.3122791466664614,1,0,0,0,0
7,76.4,4.721853655930257,0.5473341978472367,1958.0,0,0,1,0,0,0,0,0,0,0,3.374486398575594,1,0,0,0,0
8,67.5,4.430979583476979,0.5456741662216962,1958.0,0,0,1,0,0,0,0,0,0,0,4.893832543602215,1,0,0,0,0
9,55.3,4.1494557162829695,0.5464089343182469,1958.0,0,0,1,0,0,0,0,0,0,0,6.190144618106071,1,0,0,0,0
10,46.2,3.945277764703039,0.5490758703723937,1958.0,0,0,1,0,0,0,0,0,0,0,8.972728744221541,1,0,0,0,0
11,35.35,3.8212444296311188,0.5502868770500421,1958.0,0,0,1,0,0,0,0,0,0,0,9.959008580738528,1,0,0,0,0
0,32.6,2.3140633447783236,0.9626270227254453,1905.0,0,0,0,1,0,0,0,0,0,0,8.504317866935926,1,0,0,0,0
1,34.05,2.424401364239472,0.9662621043972695,1905.0,0,0,0,1,0,0,0,0,0,0,11.383961668975802,1,0,0,0,0
2,42.55,2.352558712292276,0.968151390266178,1905.0,0,0,0,1,0,0,0,0,0,0,9.175127098857379,1,0,0,0,0
3,47.1,2.396855277904638,0.9743453781148786,1905.0,0,0,0,1,0,0,0,0,0,0,4.916651989679219,1,0,0,0,0
4,58.6,2.4853331535380034,0.9750149984228462,1905.0,0,0,0,1,0,0,0,0,0,0,4.38420242295545,1,0,0,0,0
5,68.4,2.682189703579411,0.9728865624439492,1905.0,0,0,0,1,0,0,0,0,0,0,4.322285589125284,1,0,0,0,0
6,76.05,2.819036509053161,0.967099129782229,1905.0,0,0,0,1,0,0,0,0,0,0,3.128263638518324,1,0,0,0,0
7,76.4,2.8519996081818753,0.9619813174284766,1905.0,0,0,0,1,0,0,0,0,0,0,3.1870149319880605,1,0,0,0,0
8,67.5,2.6763116684200954,0.9590636860866175,1905.0,0,0,0,1,0,0,0,0,0,0,4.621952957846537,1,0,0,0,0
9,55.3,2.5062712526349133,0.9603550966805552,1905.0,0,0,0,1,0,0,0,0,0,0,5.846247694877956,1,0,0,0,0
10,46.2,2.3829477698806354,0.9650424388363283,1905.0,0,0,0,1,0,0,0,0,0,0,8.474243813987009,1,0,0,0,0
11,35.35,2.308031635497196,0.9671708748152256,1905.0,0,0,0,1,0,0,0,0,0,0,9.405730326253053,1,0,0,0,0
0,32.6,3.6320067067050514,2.2903884333812323,1983.0,0,0,0,1,0,0,0,0,0,0,19.690766753443953,0,1,0,0,0
1,34.05,3.805186247183807,2.2990374208072963,1983.0,0,0,0,1,0,0,0,0,0,0,26.358249710474745,0,0,1,0,0
2,42.55,3.692426588167347,2.3035326182195273,1983.0,0,0,0,1,0,0,0,0,0,0,21.243948128892857,0,1,0,0,0
3,47.1,3.7619516613470148,2.318270037583677,1983.0,0,0,0,1,0,0,0,0,0,0,11.383940376103423,1,0,0,0,0
4,58.6,3.900820909857661,2.3198632721095307,1983.0,0,0,0,1,0,0,0,0,0,0,10.151114840843004,1,0,0,0,0
5,68.4,4.20979443541934,2.314799062366638,1983.0,0,0,0,1,0,0,0,0,0,0,10.007753556359312,1,0,0,0,0
6,76.05,4.424580481096683,2.301028963964614,1983.0,0,0,0,1,0,0,0,0,0,0,7.243133501492428,1,0,0,0,0
7,76.4,4.4763172658218835,2.2888521000884445,1983.0,0,0,0,1,0,0,0,0,0,0,7.3791653425262025,1,0,0,0,0
8,67.5,4.200568645136176,2.281910149654366,1983.0,0,0,0,1,0,0,0,0,0,0,10.701598771629289,1,0,0,0,0
9,55.3,3.933684019036255,2.2849828162399417,1983.0,0,0,0,1,0,0,0,0,0,0,13.53631197044819,0,1,0,0,0
10,46.2,3.7401233209384808,2.2961354579209194,1983.0,0,0,0,1,0,0,0,0,0,0,19.62113375392377,0,1,0,0,0
11,35.35,3.622539719290301,2.3011996676638127,1983.0,0,0,0,1,0,0,0,0,0,0,21.77788329386284,0,1,0,0,0
0,32.6,0.34481076329478333,0.17426868514857202,2003.0,0,0,0,0,0,0,0,0,1,0,1.8939286305861445,1,0,0,0,0
1,34.05,0.3612518589098551,0.17492676027881604,2003.0,0,0,0,0,0,0,0,0,1,0,2.535231075756654,1,0,0,0,0
2,42.55,0.3505468279905709,0.17526878616887706,2003.0,0,0,0,0,0,0,0,0,1,0,2.0433191907552324,1,0,0,0,0
3,47.1,0.35714730962155206,0.17639011155527975,2003.0,0,0,0,0,0,0,0,0,1,0,1.0949482504746506,1,0,0,0,0
4,58.6,0.37033109903711975,0.17651133592137735,2003.0,0,0,0,0,0,0,0,0,1,0,0.9763706650010419,1,0,0,0,0
5,68.4,0.3996640286790513,0.1761260156148529,2003.0,0,0,0,0,0,0,0,0,1,0,0.9625816620332532,1,0,0,0,0
6,76.05,0.420055108964875,0.17507829073643802,2003.0,0,0,0,0,0,0,0,0,1,0,0.6966705809581984,1,0,0,0,0
7,76.4,0.4249668290337231,0.17415179022412078,2003.0,0,0,0,0,0,0,0,0,1,0,0.7097546117443612,1,0,0,0,0
8,67.5,0.39878816251292815,0.173623598343267,2003.0,0,0,0,0,0,0,0,0,1,0,1.029318185544466,1,0,0,0,0
9,55.3,0.37345101446546725,0.17385738819216948,2003.0,0,0,0,0,0,0,0,0,1,0,1.301971076819233,1,0,0,0,0
10,46.2,0.3550749988232735,0.17470595875485256,2003.0,0,0,0,0,0,0,0,0,1,0,1.8872310787296733,1,0,0,0,0
11,35.35,0.3439119986668007,0.17509127906137706,2003.0,0,0,0,0,0,0,0,0,1,0,2.0946749915970924,1,0,0,0,0
0,32.6,2.965372564335137,0.33194035266394667,1914.0,0,0,1,0,0,0,0,0,0,0,6.224039230087172,1,0,0,0,0
1,34.05,3.106765986624754,0.3331938291025067,1914.0,0,0,1,0,0,0,0,0,0,0,8.33155875993174,1,0,0,0,0
2,42.55,3.01470272071891,0.33384530698833725,1914.0,0,0,1,0,0,0,0,0,0,0,6.714983129493422,1,0,0,0,0
3,47.1,3.0714668627453476,0.33598116486719953,1914.0,0,0,1,0,0,0,0,0,0,0,3.5983409067322634,1,0,0,0,0
4,58.6,3.18484745171923,0.3362120684216711,1914.0,0,0,1,0,0,0,0,0,0,0,3.2086580370201423,1,0,0,0,0
5,68.4,3.437110646639842,0.33547812498067214,1914.0,0,0,1,0,0,0,0,0,0,0,3.1633430795136688,1,0,0,0,0
6,76.05,3.612473937097925,0.3334824585455962,1914.0,0,0,1,0,0,0,0,0,0,0,2.289476465113411,1,0,0,0,0
7,76.4,3.654714729690019,0.33171769566499193,1914.0,0,0,1,0,0,0,0,0,0,0,2.332474664509943,1,0,0,0,0
8,67.5,3.4295781976111823,0.3307116158919371,1914.0,0,0,1,0,0,0,0,0,0,0,3.382660076841531,1,0,0,0,0
9,55.3,3.2116787244030185,0.33115692988984663,1914.0,0,0,1,0,0,0,0,0,0,0,4.278682378888702,1,0,0,0,0
10,46.2,3.0536449898801523,0.3327732547711477,1914.0,0,0,1,0,0,0,0,0,0,0,6.2020289891377445,1,0,0,0,0
11,35.35,2.9576431885344863,0.33350719821214675,1914.0,0,0,1,0,0,0,0,0,0,0,6.883754282730256,1,0,0,0,0
0,32.6,1.7317162778804676,1.1949852695902081,1928.0,0,0,0,0,1,0,0,0,0,0,14.643039053522877,0,1,0,0,0
1,34.05,1.8142871136361614,1.1994977847690242,1928.0,0,0,0,0,1,0,0,0,0,0,19.60131287551226,0,1,0,0,0
2,42.55,1.7605240694637563,1.201843105158014,1928.0,0,0,0,0,1,0,0,0,0,0,15.798062411560714,0,1,0,0,0
3,47.1,1.7936731549882392,1.2095321935219183,1928.0,0,0,0,0,1,0,0,0,0,0,8.465667467271327,1,0,0,0,0
4,58.6,1.8598850751642015,1.210363446318016,1928.0,0,0,0,0,1,0,0,0,0,0,7.548876735603086,1,0,0,0,0
5,68.4,2.0072015662547913,1.2077212499304197,1928.0,0,0,0,0,1,0,0,0,0,0,7.44226611379524,1,0,0,0,0
6,76.05,2.1096101028013723,1.2005368507641465,1928.0,0,0,0,0,1,0,0,0,0,0,5.386356359824493,1,0,0,0,0
7,76.4,2.1342778524804764,1.194183704393971,1928.0,0,0,0,0,1,0,0,0,0,0,5.487516440877801,1,0,0,0,0
8,67.5,2.0028027717315946,1.1905618172109735,1928.0,0,0,0,0,1,0,0,0,0,0,7.958244120721824,1,0,0,0,0
9,55.3,1.8755539837599025,1.192164947603448,1928.0,0,0,0,0,1,0,0,0,0,0,10.066278642464457,1,0,0,0,0
10,46.2,1.7832655496457737,1.1979837171761318,1928.0,0,0,0,0,1,0,0,0,0,0,14.591256472166075,0,1,0,0,0
11,35.35,1.7272024821932659,1.2006259135637283,1928.0,0,0,0,0,1,0,0,0,0,0,16.195123306679854,0,1,0,0,0
0,32.6,9.52443952834257,1.717791325035924,1972.0,0,1,0,0,0,0,0,0,0,0,16.819748622102033,0,1,0,0,0
1,34.05,9.978579124998888,1.7242780656054721,1972.0,0,1,0,0,0,0,0,0,0,0,22.515077233914113,0,1,0,0,0
2,42.55,9.682882382050659,1.7276494636646453,1972.0,0,1,0,0,0,0,0,0,0,0,18.146467922914027,0,1,0,0,0
3,47.1,9.865202352435315,1.7387025281877575,1972.0,0,1,0,0,0,0,0,0,0,0,9.724101547318766,1,0,0,0,0
4,58.6,10.229367913403108,1.739897454082148,1972.0,0,1,0,0,0,0,0,0,0,0,8.671028507673832,1,0,0,0,0
5,68.4,11.03960861440135,1.7360992967749782,1972.0,0,1,0,0,0,0,0,0,0,0,8.548570058119772,1,0,0,0,0
6,76.05,11.602855565407546,1.7257717229734604,1972.0,0,1,0,0,0,0,0,0,0,0,6.187046256597419,1,0,0,0,0
7,76.4,11.738528188642618,1.7166390750663332,1972.0,0,1,0,0,0,0,0,0,0,0,6.303243934394281,1,0,0,0,0
8,67.5,11.015415244523771,1.7114326122407744,1972.0,0,1,0,0,0,0,0,0,0,0,9.14124896441214,1,0,0,0,0
9,55.3,10.315546910679462,1.7137371121799563,1972.0,0,1,0,0,0,0,0,0,0,0,11.562645958084287,1,0,0,0,0
10,46.2,9.807960523051754,1.7221015934406894,1972.0,0,1,0,0,0,0,0,0,0,0,16.760268482887668,0,1,0,0,0
11,35.35,9.499613652062962,1.7258997507478593,1972.0,0,1,0,0,0,0,0,0,0,0,18.602552511581706,0,1,0,0,0
0,32.6,0.2988359948554789,0.4149254408299333,1986.0,1,0,0,0,0,0,0,0,0,0,4.815411944874721,1,0,0,0,0
1,34.05,0.3130849443885411,0.4164922863781334,1986.0,1,0,0,0,0,0,0,0,0,0,6.44595673145187,1,0,0,0,0
2,42.55,0.3038072509251615,0.41730663373542154,1986.0,1,0,0,0,0,0,0,0,0,0,5.19524520589212,1,0,0,0,0
3,47.1,0.30952766833867845,0.4199764560839994,1986.0,1,0,0,0,0,0,0,0,0,0,2.7839628163409236,1,0,0,0,0
4,58.6,0.32095361916550375,0.4202650855270889,1986.0,1,0,0,0,0,0,0,0,0,0,2.4824731444163257,1,0,0,0,0
5,68.4,0.3463754915218445,0.4193476562258402,1986.0,1,0,0,0,0,0,0,0,0,0,2.447413887944527,1,0,0,0,0
6,76.05,0.36404776110289166,0.41685307318199527,1986.0,1,0,0,0,0,0,0,0,0,0,1.771321148543317,1,0,0,0,0
7,76.4,0.36830458516256004,0.4146471195812399,1986.0,1,0,0,0,0,0,0,0,0,0,1.8045879766155537,1,0,0,0,0
8,67.5,0.34561640751120437,0.41338951986492134,1986.0,1,0,0,0,0,0,0,0,0,0,2.617094966357629,1,0,0,0,0
9,55.3,0.3236575458700716,0.4139461623623083,1986.0,1,0,0,0,0,0,0,0,0,0,3.3103291084714246,1,0,0,0,0
10,46.2,0.307731665646837,0.41596656846393465,1986.0,1,0,0,0,0,0,0,0,0,0,4.798383071299328,1,0,0,0,0
11,35.35,0.2980570655112273,0.4168839977651834,1986.0,1,0,0,0,0,0,0,0,0,0,5.325819997792259,1,0,0,0,0
0,32.6,5.99204481992268,1.543522639887352,1917.0,0,0,0,1,0,0,0,0,0,0,14.725168664985077,0,1,0,0,0
1,34.05,6.2777545259445935,1.5493513053266563,1917.0,0,0,0,1,0,0,0,0,0,0,19.711252363123446,0,1,0,0,0
2,42.55,6.091724877525033,1.5523806774957682,1917.0,0,0,0,1,0,0,0,0,0,0,15.886670297053236,0,1,0,0,0
3,47.1,6.206426580534527,1.562312416632478,1917.0,0,0,0,1,0,0,0,0,0,0,8.513149549188462,1,0,0,0,0
4,58.6,6.435531543267281,1.5633861181607709,1917.0,0,0,0,1,0,0,0,0,0,0,7.591216738317343,1,0,0,0,0
5,68.4,6.945272676155959,1.5599732811601257,1917.0,0,0,0,1,0,0,0,0,0,0,7.484008160790413,1,0,0,0,0
6,76.05,7.299624338011828,1.5506934322370225,1917.0,0,0,0,1,0,0,0,0,0,0,5.416567257535847,1,0,0,0,0
7,76.4,7.384979117874922,1.5424872848422126,1917.0,0,0,0,1,0,0,0,0,0,0,5.51829472341426,1,0,0,0,0
8,67.5,6.930052068557996,1.5378090138975076,1917.0,0,0,0,1,0,0,0,0,0,0,8.002880175789846,1,0,0,0,0
9,55.3,6.489748740266565,1.539879723987787,1917.0,0,0,0,1,0,0,0,0,0,0,10.122738203266964,1,0,0,0,0
10,46.2,6.170414423995553,1.547395634685837,1917.0,0,0,0,1,0,0,0,0,0,0,14.673095646426559,0,1,0,0,0
11,35.35,5.97642628794307,1.5508084716864825,1917.0,0,0,0,1,0,0,0,0,0,0,16.28595822010857,0,1,0,0,0
0,32.6,2.283413499152121,0.5145075466291174,2008.0,0,0,1,0,0,0,0,0,0,0,4.211478938500074,1,0,0,0,0
1,34.05,2.3922900878919298,0.5164504351088854,2008.0,0,0,1,0,0,0,0,0,0,0,5.637526202070047,1,0,0,0,0
2,42.55,2.32139899424867,0.5174602258319227,2008.0,0,0,1,0,0,0,0,0,0,0,4.54367477080455,1,0,0,0,0
3,47.1,2.3651088503827227,0.5207708055441593,2008.0,0,0,1,0,0,0,0,0,0,0,2.434807426821752,1,0,0,0,0
4,58.6,2.452414833623593,0.5211287060535903,2008.0,0,0,1,0,0,0,0,0,0,0,2.1711295903207306,1,0,0,0,0
5,68.4,2.6466640121412732,0.5199910937200418,2008.0,0,0,1,0,0,0,0,0,0,0,2.1404673495985005,1,0,0,0,0
6,76.05,2.781698277145172,0.5168978107456742,2008.0,0,0,1,0,0,0,0,0,0,0,1.5491679207943687,1,0,0,0,0
7,76.4,2.8142247789344332,0.5141624282807375,2008.0,0,0,1,0,0,0,0,0,0,0,1.578262533546253,1,0,0,0,0
8,67.5,2.64086383175228,0.5126030046325025,2008.0,0,0,1,0,0,0,0,0,0,0,2.2888675895321473,1,0,0,0,0
9,55.3,2.47307560690465,0.5132932413292622,2008.0,0,0,1,0,0,0,0,0,0,0,2.895158603132516,1,0,0,0,0
10,46.2,2.3513855477630115,0.515798544895279,2008.0,0,0,1,0,0,0,0,0,0,0,4.196585769809598,1,0,0,0,0
11,35.35,2.277461680060147,0.5169361572288275,2008.0,0,0,1,0,0,0,0,0,0,0,4.657873305069466,1,0,0,0,0
0,32.6,3.5860319382657466,0.6389851788780974,1896.0,0,0,1,0,0,0,0,0,0,0,12.965374071860623,0,1,0,0,0
1,34.05,3.757019332662493,0.6413981210223254,1896.0,0,0,1,0,0,0,0,0,0,0,17.3555743996635,0,1,0,0,0
2,42.55,3.6456870111019373,0.6426522159525492,1896.0,0,0,1,0,0,0,0,0,0,0,13.98806545743706,0,1,0,0,0
3,47.1,3.714332020064141,0.6467637423693591,1896.0,0,0,1,0,0,0,0,0,0,0,7.4957490094753965,1,0,0,0,0
4,58.6,3.851443429986045,0.6472082317117169,1896.0,0,0,1,0,0,0,0,0,0,0,6.683995743077201,1,0,0,0,0
5,68.4,4.156505898262133,0.6457953905877939,1896.0,0,0,1,0,0,0,0,0,0,0,6.589599587557842,1,0,0,0,0
6,76.05,4.3685731332347,0.6419537327002728,1896.0,0,0,1,0,0,0,0,0,0,0,4.769237098542643,1,0,0,0,0
7,76.4,4.41965502195072,0.6385565641551095,1896.0,0,0,1,0,0,0,0,0,0,0,4.858807186227435,1,0,0,0,0
8,67.5,4.147396890134453,0.636619860591979,1896.0,0,0,1,0,0,0,0,0,0,0,7.046461571480967,1,0,0,0,0
9,55.3,3.883890550440859,0.6374770900379548,1896.0,0,0,1,0,0,0,0,0,0,0,8.912976850917685,1,0,0,0,0
10,46.2,3.692779987762044,0.6405885154344594,1896.0,0,0,1,0,0,0,0,0,0,0,12.919524263276251,0,1,0,0,0
11,35.35,3.5766847861347273,0.6420013565583825,1896.0,0,0,1,0,0,0,0,0,0,0,14.339634760483404,0,1,0,0,0
0,32.6,3.019009794180992,0.4564179849129267,1926.0,0,0,1,0,0,0,0,0,0,0,8.943551866656794,1,0,0,0,0
1,34.05,3.1629607202329537,0.45814151501594674,1926.0,0,0,1,0,0,0,0,0,0,0,11.971924524406422,0,1,0,0,0
2,42.55,3.069232227295221,0.45903729710896374,1926.0,0,0,1,0,0,0,0,0,0,0,9.649007289677487,1,0,0,0,0
3,47.1,3.1270231109087,0.4619741016923994,1926.0,0,0,1,0,0,0,0,0,0,0,5.170588960574739,1,0,0,0,0
4,58.6,3.242454511569448,0.4622915940797978,1926.0,0,0,1,0,0,0,0,0,0,0,4.610639251393809,1,0,0,0,0
5,68.4,3.4992806066565825,0.4612824218484242,1926.0,0,0,1,0,0,0,0,0,0,0,4.545524515157029,1,0,0,0,0
6,76.05,3.6778158429369054,0.4585383805001948,1926.0,0,0,1,0,0,0,0,0,0,0,3.289833298969271,1,0,0,0,0
7,76.4,3.720820680873042,0.4561118315393639,1926.0,0,0,1,0,0,0,0,0,0,0,3.351618999903928,1,0,0,0,0
8,67.5,3.49161191177986,0.4547284718514135,1926.0,0,0,1,0,0,0,0,0,0,0,4.8606692095155335,1,0,0,0,0
9,55.3,3.26977110443098,0.4553407785985391,1926.0,0,0,1,0,0,0,0,0,0,0,6.1481967516463785,1,0,0,0,0
10,46.2,3.1088788785859944,0.4575632253103281,1926.0,0,0,1,0,0,0,0,0,0,0,8.91192453844568,1,0,0,0,0
11,35.35,3.0111406105493215,0.45857239754170176,1926.0,0,0,1,0,0,0,0,0,0,0,9.891520793652937,1,0,0,0,0
0,32.6,2.306400883371773,0.448119476096328,1915.0,0,0,1,0,0,0,0,0,0,0,8.566547264643564,1,0,0,0,0
1,34.05,2.4163735451525867,0.4498116692883841,1915.0,0,0,1,0,0,0,0,0,0,0,11.4672625391069,1,0,0,0,0
2,42.55,2.3447687827813746,0.45069116443425533,1915.0,0,0,1,0,0,0,0,0,0,0,9.242265068320254,1,0,0,0,0
3,47.1,2.3889186710241592,0.4535745725707194,1915.0,0,0,1,0,0,0,0,0,0,0,4.952629042376808,1,0,0,0,0
4,58.6,2.477103573559401,0.45388629236925604,1915.0,0,0,1,0,0,0,0,0,0,0,4.416283335319934,1,0,0,0,0
5,68.4,2.6733082807198767,0.4528954687239074,1915.0,0,0,1,0,0,0,0,0,0,0,4.353913431962322,1,0,0,0,0
6,76.05,2.809701951076164,0.4502013190365549,1915.0,0,0,1,0,0,0,0,0,0,0,3.151154358872576,1,0,0,0,0
7,76.4,2.8425559008700145,0.44781888914773915,1915.0,0,0,1,0,0,0,0,0,0,0,3.2103355583811473,1,0,0,0,0
8,67.5,2.6674497092531415,0.4464606814541151,1915.0,0,0,1,0,0,0,0,0,0,0,4.655773583239441,1,0,0,0,0
9,55.3,2.4979723412023476,0.447061855351293,1915.0,0,0,1,0,0,0,0,0,0,0,5.889026960492706,1,0,0,0,0
10,46.2,2.3750572143512296,0.44924389394104947,1915.0,0,0,1,0,0,0,0,0,0,0,8.536253148165635,1,0,0,0,0
11,35.35,2.300389146637934,0.45023471758639816,1915.0,0,0,1,0,0,0,0,0,0,0,9.474555709118718,1,0,0,0,0
0,32.6,3.808243319055719,0.6057911436117026,1992.0,0,0,1,0,0,0,0,0,0,0,6.968263246134869,1,0,0,0,0
1,34.05,3.9898260861821777,0.6080787381120748,1992.0,0,0,1,0,0,0,0,0,0,0,9.32778418381406,1,0,0,0,0
2,42.55,3.871594966918084,0.6092676852537154,1992.0,0,0,1,0,0,0,0,0,0,0,7.517910541673975,1,0,0,0,0
3,47.1,3.9444936195980307,0.6131656258826391,1992.0,0,0,1,0,0,0,0,0,0,0,4.028603574064373,1,0,0,0,0
4,58.6,4.090101249365523,0.6135870248695497,1992.0,0,0,1,0,0,0,0,0,0,0,3.5923253440787786,1,0,0,0,0
