,Temperature,WI,GHGI,Age,Uses_College,Uses_Sports,Uses_ResidentHousing,Uses_Laboratory,Uses_Office,Uses_Hotel,Uses_Distribution,Uses_Food,Uses_Worship,Uses_Medical,Y_Electric,Y_Very_Low_E,Y_Low_E,Y_Medium_E,Y_High_E,Y_Very_High_E
4,62.3,6.574674750140044,0.8986201691888374,1924.0,0,0,1,0,0,0,0,0,0,0,0.9449775971501515,1,0,0,0,0
5,64.65,6.311928143231876,0.8960397171731451,1924.0,0,0,1,0,0,0,0,0,0,0,0.9781014563147838,1,0,0,0,0
6,73.85,6.990123734516401,0.8927251710495404,1924.0,0,0,1,0,0,0,0,0,0,0,1.0040872587524388,1,0,0,0,0
7,74.65,6.9613565769546515,0.8874307953621717,1924.0,0,0,1,0,0,0,0,0,0,0,1.0301268728927018,1,0,0,0,0
8,69.2,6.978794203284889,0.8845389094825166,1924.0,0,0,1,0,0,0,0,0,0,0,0.9086434105567345,1,0,0,0,0
9,54.0,6.356655162180622,0.8860070976983415,1924.0,0,0,1,0,0,0,0,0,0,0,0.8458317663110992,1,0,0,0,0
10,48.55,6.047014147740289,0.8901669643098454,1924.0,0,0,1,0,0,0,0,0,0,0,0.8400177399643989,1,0,0,0,0
11,45.25,5.767815091130709,0.8939264159533972,1924.0,0,0,1,0,0,0,0,0,0,0,0.7942483931829011,1,0,0,0,0
0,26.2,2.9332975804815935,0.3658853100097505,1914.0,0,0,1,0,0,0,0,0,0,0,1.4046916671598417,1,0,0,0,0
1,19.1,3.0571907234060496,0.366159737713643,1914.0,0,0,1,0,0,0,0,0,0,0,0.784251387274898,1,0,0,0,0
2,33.3,3.1175690272363217,0.3673123340699916,1914.0,0,0,1,0,0,0,0,0,0,0,0.6732576262279023,1,0,0,0,0
3,48.05,3.227788836744669,0.36890401475256807,1914.0,0,0,1,0,0,0,0,0,0,0,0.6724061607087096,1,0,0,0,0
4,62.3,3.2706221464424443,0.3695260508813911,1914.0,0,0,1,0,0,0,0,0,0,0,0.7945175277857249,1,0,0,0,0
5,64.65,3.139916840991683,0.3684649304263401,1914.0,0,0,1,0,0,0,0,0,0,0,0.8223673802833651,1,0,0,0,0
6,73.85,3.4772904153160327,0.3671019394970073,1914.0,0,0,1,0,0,0,0,0,0,0,0.8442157030082194,1,0,0,0,0
7,74.65,3.4629799731744417,0.36492481304612673,1914.0,0,0,1,0,0,0,0,0,0,0,0.8661092694944613,1,0,0,0,0
8,69.2,3.4716544535136933,0.3637356263292592,1914.0,0,0,1,0,0,0,0,0,0,0,0.7639684986940649,1,0,0,0,0
9,54.0,3.162166638020046,0.36433936727782273,1914.0,0,0,1,0,0,0,0,0,0,0,0.7111577733893581,1,0,0,0,0
10,48.55,3.0081333515439526,0.36604996663208605,1914.0,0,0,1,0,0,0,0,0,0,0,0.7062694608479895,1,0,0,0,0
11,45.25,2.8692436493889257,0.3675959093640139,1914.0,0,0,1,0,0,0,0,0,0,0,0.6677875451254678,1,0,0,0,0
0,26.2,3.9655277449962436,0.5987214163795918,2004.0,0,0,1,0,0,0,0,0,0,0,6.811402112541425,0,1,0,0,0
1,19.1,4.133019000895706,0.5991704798950521,2004.0,0,0,1,0,0,0,0,0,0,0,3.8028641309224245,1,0,0,0,0
2,33.3,4.214644486365696,0.6010565466599862,2004.0,0,0,1,0,0,0,0,0,0,0,3.264651257485912,1,0,0,0,0
3,48.05,4.363650750019924,0.6036611150496568,2004.0,0,0,1,0,0,0,0,0,0,0,3.260522469530679,1,0,0,0,0
4,62.3,4.421557141497825,0.6046789923513672,2004.0,0,0,1,0,0,0,0,0,0,0,3.852645027896406,1,0,0,0,0
5,64.65,4.244856516701992,0.6029426134249202,2004.0,0,0,1,0,0,0,0,0,0,0,3.987689997957304,1,0,0,0,0
6,73.85,4.700952167656065,0.6007122646314665,2004.0,0,0,1,0,0,0,0,0,0,0,4.093633327047064,1,0,0,0,0
7,74.65,4.681605867528437,0.5971496940754801,2004.0,0,0,1,0,0,0,0,0,0,0,4.199796044817701,1,0,0,0,0
8,69.2,4.693332905619498,0.5952037521751514,2004.0,0,0,1,0,0,0,0,0,0,0,3.704511650191002,1,0,0,0,0
9,54.0,4.274936038133303,0.5961916919091644,2004.0,0,0,1,0,0,0,0,0,0,0,3.4484304799847063,1,0,0,0,0
10,48.55,4.066698293951338,0.598990854488868,2004.0,0,0,1,0,0,0,0,0,0,0,3.424726870751825,1,0,0,0,0
11,45.25,3.8789331755893617,0.6015205789592953,2004.0,0,0,1,0,0,0,0,0,0,0,3.2381266308735612,1,0,0,0,0
0,26.2,1.766534257050716,0.09978690272993194,1902.0,0,0,0,0,1,0,0,0,0,0,1.2668406570884454,1,0,0,0,0
1,19.1,1.841147035053894,0.09986174664917535,1902.0,0,0,0,0,1,0,0,0,0,0,0.7072879878234533,1,0,0,0,0
2,33.3,1.8775089585111386,0.10017609110999769,1902.0,0,0,0,0,1,0,0,0,0,0,0.607186725414887,1,0,0,0,0
3,48.05,1.943887177549567,0.10061018584160945,1902.0,0,0,0,0,1,0,0,0,0,0,0.6064188194302211,1,0,0,0,0
4,62.3,1.9696828927294636,0.1007798320585612,1902.0,0,0,0,0,1,0,0,0,0,0,0.7165466489905651,1,0,0,0,0
5,64.65,1.8909675925180414,0.10049043557082002,1902.0,0,0,0,0,1,0,0,0,0,0,0.7416634246237989,1,0,0,0,0
6,73.85,2.0941457427450496,0.10011871077191108,1902.0,0,0,0,0,1,0,0,0,0,0,0.7613676374159185,1,0,0,0,0
7,74.65,2.08552749465291,0.09952494901258001,1902.0,0,0,0,0,1,0,0,0,0,0,0.7811126539215829,1,0,0,0,0
8,69.2,2.090751569695063,0.09920062536252523,1902.0,0,0,0,0,1,0,0,0,0,0,0.6889955835199897,1,0,0,0,0
9,54.0,1.904367197428422,0.09936528198486073,1902.0,0,0,0,0,1,0,0,0,0,0,0.6413674986452474,1,0,0,0,0
10,48.55,1.8116029722448825,0.099831809081478,1902.0,0,0,0,0,1,0,0,0,0,0,0.6369589061998446,1,0,0,0,0
11,45.25,1.7279587424739147,0.10025342982654922,1902.0,0,0,0,0,1,0,0,0,0,0,0.6022534569260474,1,0,0,0,0
0,26.2,1.4512730301972234,0.24946725682482987,1887.0,0,0,0,0,1,0,0,0,0,0,2.479003788671132,1,0,0,0,0
1,19.1,1.5125701785496632,0.24965436662293838,1887.0,0,0,0,0,1,0,0,0,0,0,1.3840490449096075,1,0,0,0,0
2,33.3,1.542442839455599,0.25044022777499425,1887.0,0,0,0,0,1,0,0,0,0,0,1.1881669445261855,1,0,0,0,0
3,48.05,1.5969749939827496,0.25152546460402364,1887.0,0,0,0,0,1,0,0,0,0,0,1.1866642757930042,1,0,0,0,0
4,62.3,1.6181671251773828,0.251949580146403,1887.0,0,0,0,0,1,0,0,0,0,0,1.4021667584380344,1,0,0,0,0
5,64.65,1.553499603557147,0.25122608892705006,1887.0,0,0,0,0,1,0,0,0,0,0,1.4513162561318411,1,0,0,0,0
6,73.85,1.7204179458270028,0.2502967769297777,1887.0,0,0,0,0,1,0,0,0,0,0,1.489874237272666,1,0,0,0,0
7,74.65,1.7133377372356606,0.24881237253145003,1887.0,0,0,0,0,1,0,0,0,0,0,1.5285120647303136,1,0,0,0,0
8,69.2,1.7176295075119192,0.24800156340631307,1887.0,0,0,0,0,1,0,0,0,0,0,1.3482537463308497,1,0,0,0,0
9,54.0,1.5645078730793014,0.24841320496215186,1887.0,0,0,0,0,1,0,0,0,0,0,1.2550532303930406,1,0,0,0,0
10,48.55,1.4882986415635904,0.249579522703695,1887.0,0,0,0,0,1,0,0,0,0,0,1.246426322728127,1,0,0,0,0
11,45.25,1.4195818225640593,0.25063357456637303,1887.0,0,0,0,0,1,0,0,0,0,0,1.1785133300751998,1,0,0,0,0
0,26.2,3.8465332583951364,0.9230288502518705,2005.0,0,0,0,0,0,0,0,0,0,1,16.496990552594546,0,0,0,1,0
1,19.1,4.008998566353349,0.923721156504872,2005.0,0,0,0,0,0,0,0,0,0,1,9.210411102453667,0,1,0,0,0
2,33.3,4.088174697446908,0.9266288427674787,2005.0,0,0,0,0,0,0,0,0,0,1,7.906877330454104,0,1,0,0,0
3,48.05,4.232709696496757,0.9306442190348875,2005.0,0,0,0,0,0,0,0,0,0,1,7.896877542632779,0,1,0,0,0
4,62.3,4.28887847780826,0.9322134465416911,2005.0,0,0,0,0,0,0,0,0,0,1,9.330978787859783,0,1,0,0,0
5,64.65,4.117480148565953,0.9295365290300851,2005.0,0,0,0,0,0,0,0,0,0,1,9.658053237211124,0,1,0,0,0
6,73.85,4.5598896343192505,0.9260980746401775,2005.0,0,0,0,0,0,0,0,0,0,1,9.91464447499551,0,1,0,0,0
7,74.65,4.541123862988633,0.920605778366365,2005.0,0,0,0,0,0,0,0,0,0,1,10.171767064906224,0,0,1,0,0
8,69.2,4.552499005199315,0.9176057846033584,2005.0,0,0,0,0,0,0,0,0,0,1,8.972204648240213,0,1,0,0,0
9,54.0,4.14665706700465,0.9191288583599618,2005.0,0,0,0,0,0,0,0,0,0,1,8.351984526774741,0,1,0,0,0
10,48.55,3.944667959839832,0.9234442340036715,2005.0,0,0,0,0,0,0,0,0,0,1,8.294575169477037,0,1,0,0,0
11,45.25,3.762537151788576,0.9273442258955803,2005.0,0,0,0,0,0,0,0,0,0,1,7.842635562400304,0,1,0,0,0
0,26.2,3.1945529365967715,1.0061846025268137,2012.0,0,0,0,0,0,0,0,1,0,0,11.359038949513751,0,0,1,0,0
1,19.1,3.3294806732802567,1.0069392787125182,2012.0,0,0,0,0,0,0,0,1,0,0,6.341848722059847,0,1,0,0,0
2,33.3,3.3952365955880306,1.0101089186924768,2012.0,0,0,0,0,0,0,0,1,0,0,5.444297690497859,0,1,0,0,0
3,48.05,3.5152731777878556,1.0144860405695622,2012.0,0,0,0,0,0,0,0,1,0,0,5.4374123147084275,0,1,0,0,0
4,62.3,3.5619214538406117,1.0161966399238254,2012.0,0,0,0,0,0,0,0,1,0,0,6.4248658657149,0,1,0,0,0
5,64.65,3.4195748265720773,1.013278558672435,2012.0,0,0,0,0,0,0,0,1,0,0,6.650073693635268,0,1,0,0,0
6,73.85,3.786996717129479,1.00953033361677,2012.0,0,0,0,0,0,0,0,1,0,0,6.826750151975022,0,1,0,0,0
7,74.65,3.771411709569519,1.0035432358768483,2012.0,0,0,0,0,0,0,0,1,0,0,7.00379247398425,0,1,0,0,0
8,69.2,3.7808587860699054,1.0002729724054626,2012.0,0,0,0,0,0,0,0,1,0,0,6.177831146683917,0,1,0,0,0
9,54.0,3.4438063109290002,1.0019332600140125,2012.0,0,0,0,0,0,0,0,1,0,0,5.750777224664763,0,1,0,0,0
10,48.55,3.27605398640519,1.0066374082382366,2012.0,0,0,0,0,0,0,0,1,0,0,5.7112478860540525,0,1,0,0,0
11,45.25,3.124794015771884,1.010888750751038,2012.0,0,0,0,0,0,0,0,1,0,0,5.400063880507953,0,1,0,0,0
0,26.2,1.1663110710465234,0.6319837172895689,1996.0,1,0,0,0,0,0,0,0,0,0,8.639049029909833,0,1,0,0,0
1,19.1,1.2155723342681766,0.6324577287781106,1996.0,1,0,0,0,0,0,0,0,0,0,4.823255056493255,1,0,0,0,0
2,33.3,1.2395794055850582,0.6344485770299854,1996.0,1,0,0,0,0,0,0,0,0,0,4.140627995966969,1,0,0,0,0
3,48.05,1.2834040024938784,0.6371978436635266,1996.0,1,0,0,0,0,0,0,0,0,0,4.135391364655233,1,0,0,0,0
4,62.3,1.300434993022251,0.6382722697042209,1996.0,1,0,0,0,0,0,0,0,0,0,4.886393247809147,1,0,0,0,0
5,64.65,1.2484651397737743,0.63643942528186,1996.0,1,0,0,0,0,0,0,0,0,0,5.057673712289537,0,1,0,0,0
6,73.85,1.3826085480086876,0.6340851682221035,1996.0,1,0,0,0,0,0,0,0,0,0,5.192043934348974,0,1,0,0,0
7,74.65,1.3769185603264396,0.6303246770796733,1996.0,1,0,0,0,0,0,0,0,0,0,5.326692411830626,0,1,0,0,0
8,69.2,1.3803676282023225,0.6282706272959931,1996.0,1,0,0,0,0,0,0,0,0,0,4.69851247204246,1,0,0,0,0
9,54.0,1.2573119014441183,0.6293134525707846,1996.0,1,0,0,0,0,0,0,0,0,0,4.3737191697977575,1,0,0,0,0
10,48.55,1.1960665888232103,0.632268124182694,1996.0,1,0,0,0,0,0,0,0,0,0,4.343655368106819,1,0,0,0,0
11,45.25,1.1408425302907081,0.6349383889014784,1996.0,1,0,0,0,0,0,0,0,0,0,4.106986236749401,1,0,0,0,0
0,26.2,0.43140286439986236,0.9729223016168365,1981.0,0,0,0,0,1,0,0,0,0,0,10.921618745467686,0,0,1,0,0
1,19.1,0.44962394673830575,0.9736520298294596,1981.0,0,0,0,0,1,0,0,0,0,0,6.097633276161456,0,1,0,0,0
2,33.3,0.45850384129564836,0.9767168883224775,1981.0,0,0,0,0,1,0,0,0,0,0,5.234645640069153,0,1,0,0,0
3,48.05,0.4747139734867714,0.9809493119556922,1981.0,0,0,0,0,1,0,0,0,0,0,5.228025410168923,0,1,0,0,0
4,62.3,0.4810135090737175,0.9826033625709717,1981.0,0,0,0,0,1,0,0,0,0,0,6.177453549370134,0,1,0,0,0
5,64.65,0.4617905555149246,0.9797817468154951,1981.0,0,0,0,0,1,0,0,0,0,0,6.393988948709216,0,1,0,0,0
6,73.85,0.511408407895401,0.976157430026133,1981.0,0,0,0,0,1,0,0,0,0,0,6.563861851501658,0,1,0,0,0
7,74.65,0.5093037575620047,0.970368252872655,1981.0,0,0,0,0,1,0,0,0,0,0,6.734086529081435,0,1,0,0,0
8,69.2,0.5105795216339607,0.9672060972846209,1981.0,0,0,0,0,1,0,0,0,0,0,5.939931781010882,0,1,0,0,0
9,54.0,0.4650628543209583,0.9688114993523922,1981.0,0,0,0,0,1,0,0,0,0,0,5.52932308948513,0,1,0,0,0
10,48.55,0.44240903241046486,0.9733601385444105,1981.0,0,0,0,0,1,0,0,0,0,0,5.4913159686815565,0,1,0,0,0
11,45.25,0.42198239184592823,0.9774709408088549,1981.0,0,0,0,0,1,0,0,0,0,0,5.192115210292794,0,1,0,0,0
0,26.2,0.2845455527406654,0.5571435402421201,2002.0,0,1,0,0,0,0,0,0,0,0,5.70468849443413,0,1,0,0,0
1,19.1,0.2965638501915601,0.5575614187912291,2002.0,0,1,0,0,0,0,0,0,0,0,3.184976440258205,1,0,0,0,0
2,33.3,0.3024208685695277,0.5593165086974872,2002.0,0,1,0,0,0,0,0,0,0,0,2.734212157674391,1,0,0,0,0
3,48.05,0.313112779553334,0.5617402042823195,2002.0,0,1,0,0,0,0,0,0,0,0,2.730754213369384,1,0,0,0,0
4,62.3,0.3172678396688728,0.5626873956603,2002.0,0,1,0,0,0,0,0,0,0,0,3.2266689589963358,1,0,0,0,0
5,64.65,0.3045887260211132,0.5610715986037451,2002.0,0,1,0,0,0,0,0,0,0,0,3.339771881743935,1,0,0,0,0
6,73.85,0.3373157670226794,0.5589961351431703,2002.0,0,1,0,0,0,0,0,0,0,0,3.428501585340146,1,0,0,0,0
7,74.65,0.33592757760192726,0.5556809653202384,2002.0,0,1,0,0,0,0,0,0,0,0,3.517415031440899,1,0,0,0,0
8,69.2,0.33676904858642426,0.5538701582740992,2002.0,0,1,0,0,0,0,0,0,0,0,3.1026042273191776,1,0,0,0,0
9,54.0,0.3067470753259811,0.5547894910821392,2002.0,0,1,0,0,0,0,0,0,0,0,2.8881310129677176,1,0,0,0,0
10,48.55,0.29180502275946135,0.5573942673715855,2002.0,0,1,0,0,0,0,0,0,0,0,2.8682787557329843,1,0,0,0,0
11,45.25,0.2783319788607922,0.5597483165315665,2002.0,0,1,0,0,0,0,0,0,0,0,2.7119972407227064,1,0,0,0,0
0,26.2,0.3829162557423039,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.04339486151250669,1,0,0,0,0
1,19.1,0.39908941823234695,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.024227722807380225,1,0,0,0,0
2,33.3,0.406971275901545,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.02079881452665747,1,0,0,0,0
3,48.05,0.4213595047148784,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.020772510370982687,1,0,0,0,0
4,62.3,0.42695101737955315,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.02454487265325069,1,0,0,0,0
5,64.65,0.40988858685702756,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.025405232631552827,1,0,0,0,0
6,73.85,0.45392974610602127,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.026080188539024385,1,0,0,0,0
7,74.65,0.45206164347663336,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.026756542153057193,1,0,0,0,0
8,69.2,0.4531940207554061,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.02360112754692817,1,0,0,0,0
9,54.0,0.41279310258902097,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.021969656267820763,1,0,0,0,0
10,48.55,0.3926854088761234,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.021818642596477894,1,0,0,0,0
11,45.25,0.3745545771922698,0.0,1962.0,0,1,0,0,0,0,0,0,0,0,0.020629828394361067,1,0,0,0,0
0,26.2,3.443881383469992,0.9313444254793648,2000.0,0,0,1,0,0,0,0,0,0,0,10.695531516987526,0,0,1,0,0
1,19.1,3.5893399592709065,0.9320429687256365,2000.0,0,0,1,0,0,0,0,0,0,0,5.971406840335004,0,1,0,0,0
2,33.3,3.660227999376415,0.9349768503599785,2000.0,0,0,1,0,0,0,0,0,0,0,5.126283816385267,0,1,0,0,0
3,48.05,3.789633195965124,0.939028401188355,2000.0,0,0,1,0,0,0,0,0,0,0,5.119800631136103,0,1,0,0,0
4,62.3,3.83992227636465,0.9406117658799045,2000.0,0,0,1,0,0,0,0,0,0,0,6.049574762846698,0,1,0,0,0
5,64.65,3.6864657804544287,0.9379107319943201,2000.0,0,0,1,0,0,0,0,0,0,0,6.261627686698826,0,1,0,0,0
6,73.85,4.082564212342679,0.9344413005378367,2000.0,0,0,1,0,0,0,0,0,0,0,6.42798406921334,0,1,0,0,0
7,74.65,4.065762826213775,0.9288995241174134,2000.0,0,0,1,0,0,0,0,0,0,0,6.5946849444640065,0,1,0,0,0
8,69.2,4.075947228079583,0.9258725033835687,2000.0,0,0,1,0,0,0,0,0,0,0,5.816969906491386,0,1,0,0,0
9,54.0,3.712588483545257,0.9274092985253669,2000.0,0,0,1,0,0,0,0,0,0,0,5.414861180329783,0,1,0,0,0
10,48.55,3.5317434266851806,0.931763551427128,2000.0,0,0,1,0,0,0,0,0,0,0,5.377640840753907,0,1,0,0,0
11,45.25,3.368677918845073,0.935698678381126,2000.0,0,0,1,0,0,0,0,0,0,0,5.084633804358173,0,1,0,0,0
0,26.2,2.883185900778104,0.48230336319467104,1958.0,0,0,1,0,0,0,0,0,0,0,3.616817057529058,1,0,0,0,0
1,19.1,3.0049624860314257,0.48266510880434754,1958.0,0,0,1,0,0,0,0,0,0,0,2.019299936919117,1,0,0,0,0
2,33.3,3.064309302895386,0.48418444036498887,1958.0,0,0,1,0,0,0,0,0,0,0,1.7335118614151448,1,0,0,0,0
3,48.05,3.172646146342664,0.4862825649011124,1958.0,0,0,1,0,0,0,0,0,0,0,1.7313194977201705,1,0,0,0,0
4,62.3,3.2147477031114158,0.4871025216163791,1958.0,0,0,1,0,0,0,0,0,0,0,2.0457333194062675,1,0,0,0,0
5,64.65,3.086275332513865,0.4857037719256301,1958.0,0,0,1,0,0,0,0,0,0,0,2.1174414557311567,1,0,0,0,0
6,73.85,3.417885305964761,0.48390710206423687,1958.0,0,0,1,0,0,0,0,0,0,0,2.173696780765886,1,0,0,0,0
7,74.65,3.403819339630121,0.48103725356080335,1958.0,0,0,1,0,0,0,0,0,0,0,2.2300685999834737,1,0,0,0,0
8,69.2,3.4123456274425563,0.4794696892522053,1958.0,0,0,1,0,0,0,0,0,0,0,1.9670753106113066,1,0,0,0,0
9,54.0,3.1081450198971745,0.48026552959349356,1958.0,0,0,1,0,0,0,0,0,0,0,1.8310976177353013,1,0,0,0,0
10,48.55,2.956743197329458,0.482520410560477,1958.0,0,0,1,0,0,0,0,0,0,0,1.8185111316077776,1,0,0,0,0
11,45.25,2.820226250095315,0.48455824416165455,1958.0,0,0,1,0,0,0,0,0,0,0,1.7194274305753474,1,0,0,0,0
0,26.2,3.4089039400888375,0.6153525668345804,1896.0,0,0,1,0,0,0,0,0,0,0,2.20445896483534,1,0,0,0,0
1,19.1,3.5528851801360295,0.6158141043365813,1896.0,0,0,1,0,0,0,0,0,0,0,1.2307683186149154,1,0,0,0,0
2,33.3,3.623053252817255,0.6177525618449858,1896.0,0,0,1,0,0,0,0,0,0,0,1.0565797779541994,1,0,0,0,0
3,48.05,3.7511441582231626,0.6204294793565918,1896.0,0,0,1,0,0,0,0,0,0,0,1.0552435268459206,1,0,0,0,0
4,62.3,3.800922482511631,0.6214756310277941,1896.0,0,0,1,0,0,0,0,0,0,0,1.246879530785135,1,0,0,0,0
5,64.65,3.6490245524460216,0.6196910193533901,1896.0,0,0,1,0,0,0,0,0,0,0,1.2905858176828837,1,0,0,0,0
6,73.85,4.041100049473264,0.617398716426785,1896.0,0,0,1,0,0,0,0,0,0,0,1.3248735777824387,1,0,0,0,0
7,74.65,4.024469304974142,0.6137371855775767,1896.0,0,0,1,0,0,0,0,0,0,0,1.3592323413753054,1,0,0,0,0
8,69.2,4.034550269961623,0.6117371897355722,1896.0,0,0,1,0,0,0,0,0,0,0,1.198937279383951,1,0,0,0,0
9,54.0,3.6748819428658885,0.6127525722399746,1896.0,0,0,1,0,0,0,0,0,0,0,1.1160585384052948,1,0,0,0,0
10,48.55,3.495873621082533,0.615629489335781,1896.0,0,0,1,0,0,0,0,0,0,0,1.108387043901077,1,0,0,0,0
11,45.25,3.3344642720739324,0.6182294839303869,1896.0,0,0,1,0,0,0,0,0,0,0,1.0479952824335423,1,0,0,0,0
0,26.2,3.220980041584346,0.4324099118297051,1926.0,0,0,1,0,0,0,0,0,0,0,1.6698342710012577,1,0,0,0,0
1,19.1,3.3570239749732362,0.43273423547975987,1926.0,0,0,1,0,0,0,0,0,0,0,0.9322827736279911,1,0,0,0,0
2,33.3,3.4233238665614922,0.43409639480999,1926.0,0,0,1,0,0,0,0,0,0,0,0.8003383829857795,1,0,0,0,0
3,48.05,3.544353457618301,0.4359774719803077,1926.0,0,0,1,0,0,0,0,0,0,0,0.7993261990754138,1,0,0,0,0
4,62.3,3.5913876339560744,0.43671260558709857,1926.0,0,0,1,0,0,0,0,0,0,0,0.9444866996970867,1,0,0,0,0
5,64.65,3.4478634368246786,0.4354585541402201,1926.0,0,0,1,0,0,0,0,0,0,0,0.9775933516621529,1,0,0,0,0
6,73.85,3.818324844043475,0.43384774667828135,1926.0,0,0,1,0,0,0,0,0,0,0,1.0035656549816583,1,0,0,0,0
7,74.65,3.802610908699505,0.4312747790545134,1926.0,0,0,1,0,0,0,0,0,0,0,1.0295917420496408,1,0,0,0,0
8,69.2,3.8121361366306097,0.42986937657094265,1926.0,0,0,1,0,0,0,0,0,0,0,0.908171388005796,1,0,0,0,0
9,54.0,3.472295377393727,0.43058288860106325,1926.0,0,0,1,0,0,0,0,0,0,0,0.845392373185743,1,0,0,0,0
10,48.55,3.3031553130577778,0.43260450601973804,1926.0,0,0,1,0,0,0,0,0,0,0,0.8395813671124694,1,0,0,0,0
11,45.25,3.1506440364659603,0.43443152924837997,1926.0,0,0,1,0,0,0,0,0,0,0,0.7938357966150139,1,0,0,0,0
0,26.2,2.726405946320477,0.44072548705719944,1915.0,0,0,1,0,0,0,0,0,0,0,1.7922077804665266,1,0,0,0,0
1,19.1,2.8415606458726828,0.4410560477005245,1915.0,0,0,1,0,0,0,0,0,0,0,1.0006049519448033,1,0,0,0,0
2,33.3,2.8976803412240737,0.4424444024024898,1915.0,0,0,1,0,0,0,0,0,0,0,0.8589910399509536,1,0,0,0,0
3,48.05,3.000126116260826,0.4443616541337751,1915.0,0,0,1,0,0,0,0,0,0,0,0.857904678321585,1,0,0,0,0
4,62.3,3.0399383027357585,0.44511092492531196,1915.0,0,0,1,0,0,0,0,0,0,0,1.0137032405792537,1,0,0,0,0
5,64.65,2.9184519167762124,0.4438327571044551,1915.0,0,0,1,0,0,0,0,0,0,0,1.0492361076831318,1,0,0,0,0
6,73.85,3.232029824892266,0.4421909725759406,1915.0,0,0,1,0,0,0,0,0,0,0,1.077111786661707,1,0,0,0,0
7,74.65,3.2187287282667736,0.4395685248055617,1915.0,0,0,1,0,0,0,0,0,0,0,1.1050451909212622,1,0,0,0,0
8,69.2,3.226791379303459,0.4381360953511531,1915.0,0,0,1,0,0,0,0,0,0,0,0.9747265676881335,1,0,0,0,0
9,54.0,2.9391323889268057,0.4388633287664683,1915.0,0,0,1,0,0,0,0,0,0,0,0.9073468038609975,1,0,0,0,0
10,48.55,2.7959633933996773,0.4409238234431945,1915.0,0,0,1,0,0,0,0,0,0,0,0.9011099392345371,1,0,0,0,0
11,45.25,2.666869873411168,0.4427859817339257,1915.0,0,0,1,0,0,0,0,0,0,0,0.8520119126871122,1,0,0,0,0
0,26.2,5.257082517647728,0.44072548705719944,1974.0,0,0,1,0,0,0,0,0,0,0,1.6848778229922599,1,0,0,0,0
1,19.1,5.479124931638897,0.4410560477005245,1974.0,0,0,1,0,0,0,0,0,0,0,0.9406817175345495,1,0,0,0,0
2,33.3,5.587335475166238,0.4424444024024898,1974.0,0,0,1,0,0,0,0,0,0,0,0.807548638688354,1,0,0,0,0
3,48.05,5.784872417043666,0.4443616541337751,1974.0,0,0,1,0,0,0,0,0,0,0,0.8065273360040212,1,0,0,0,0
4,62.3,5.861638663020045,0.44511092492531196,1974.0,0,0,1,0,0,0,0,0,0,0,0.9529955888835467,1,0,0,0,0
5,64.65,5.627387429588697,0.4438327571044551,1974.0,0,0,1,0,0,0,0,0,0,0,0.9864004989744245,1,0,0,0,0
6,73.85,6.232031408194397,0.4421909725759406,1974.0,0,0,1,0,0,0,0,0,0,0,1.01260678700852,1,0,0,0,0
7,74.65,6.206384104046682,0.4395685248055617,1974.0,0,0,1,0,0,0,0,0,0,0,1.0388673433293674,1,0,0,0,0
8,69.2,6.221930586355398,0.4381360953511531,1974.0,0,0,1,0,0,0,0,0,0,0,0.9163531122220644,1,0,0,0,0
9,54.0,5.6672637175443885,0.4388633287664683,1974.0,0,0,1,0,0,0,0,0,0,0,0.8530085206919208,1,0,0,0,0
10,48.55,5.3912038650229315,0.4409238234431945,1974.0,0,0,1,0,0,0,0,0,0,0,0.8471451632125817,1,0,0,0,0
11,45.25,5.1422844816166915,0.4427859817339257,1974.0,0,0,1,0,0,0,0,0,0,0,0.8009874704583924,1,0,0,0,0
0,26.2,0.39828099830695246,0.16631150454988658,2003.0,0,0,0,0,0,0,0,0,1,0,1.7770195789371492,1,0,0,0,0
1,19.1,0.4151031185635808,0.16643624441529226,2003.0,0,0,0,0,0,0,0,0,1,0,0.9921252489622202,1,0,0,0,0
2,33.3,0.42330124046079837,0.16696015184999616,2003.0,0,0,0,0,0,0,0,0,1,0,0.8517114548666235,1,0,0,0,0
3,48.05,0.43826680551505354,0.1676836430693491,2003.0,0,0,0,0,0,0,0,0,1,0,0.8506342996917411,1,0,0,0,0
4,62.3,0.4440826809518784,0.16796638676426867,2003.0,0,0,0,0,0,0,0,0,1,0,1.0051125351506158,1,0,0,0,0
5,64.65,0.4263356102539244,0.16748405928470003,2003.0,0,0,0,0,0,0,0,0,1,0,1.0403442762620885,1,0,0,0,0
6,73.85,0.47214394721857217,0.16686451795318513,2003.0,0,0,0,0,0,0,0,0,1,0,1.0679837206730485,1,0,0,0,0
