,Temperature,WI,GHGI,Age,Uses_College,Uses_Sports,Uses_ResidentHousing,Uses_Laboratory,Uses_Office,Uses_Hotel,Uses_Distribution,Uses_Food,Uses_Worship,Uses_Medical,Y_Electric,Y_Very_Low_E,Y_Low_E,Y_Medium_E,Y_High_E,Y_Very_High_E
7,74.65,0.470200885859816,0.16587491502096668,2003.0,0,0,0,0,0,0,0,0,1,0,1.0956804011676922,1,0,0,0,0
8,69.2,0.47137870045056884,0.16533437560420872,2003.0,0,0,0,0,0,0,0,0,1,0,0.9664661730467086,1,0,0,0,0
9,54.0,0.4293566714076068,0.16560880330810124,2003.0,0,0,0,0,0,0,0,0,1,0,0.8996574241672602,1,0,0,0,0
10,48.55,0.40844214452209154,0.16638634846913,2003.0,0,0,0,0,0,0,0,0,1,0,0.8934734143257698,1,0,0,0,0
11,45.25,0.3895838024306023,0.16708904971091537,2003.0,0,0,0,0,0,0,0,0,1,0,0.8447914727490857,1,0,0,0,0
0,32.6,3.762268550616414,0.29874631739755203,2000.0,0,0,1,0,0,0,0,0,0,0,1.3133581640140772,1,0,0,0,0
1,34.05,3.9416591716608638,0.29987444619225606,2000.0,0,0,1,0,0,0,0,0,0,0,1.5479463622173923,1,0,0,0,0
2,42.55,3.824855389852674,0.3004607762895035,2000.0,0,0,1,0,0,0,0,0,0,0,1.4313664108727029,1,0,0,0,0
3,47.1,3.8968739783151567,0.3023830483804796,2000.0,0,0,1,0,0,0,0,0,0,0,1.2137473815332849,1,0,0,0,0
4,58.6,4.040723769493907,0.302590861579504,2000.0,0,0,1,0,0,0,0,0,0,0,1.6469121742318455,1,0,0,0,0
5,68.4,4.360778624031427,0.30193031248260493,2000.0,0,0,1,0,0,0,0,0,0,0,1.759245419972584,1,0,0,0,0
6,76.05,4.583267966705637,0.30013421269103663,2000.0,0,0,1,0,0,0,0,0,0,0,1.8048745145428136,1,0,0,0,0
7,76.4,4.636860290123512,0.29854592609849273,2000.0,0,0,1,0,0,0,0,0,0,0,1.8412539690069871,1,0,0,0,0
8,67.5,4.351221950974394,0.2976404543027434,2000.0,0,0,1,0,0,0,0,0,0,0,1.6725771543290489,1,0,0,0,0
9,55.3,4.074765513389877,0.298041236900862,2000.0,0,0,1,0,0,0,0,0,0,0,1.4868174490690875,1,0,0,0,0
10,46.2,3.8742627649383845,0.29949592929403296,2000.0,0,0,1,0,0,0,0,0,0,0,1.4862751155324652,1,0,0,0,0
11,35.35,3.752462029897759,0.30015647839093207,2000.0,0,0,1,0,0,0,0,0,0,0,1.4796258846777082,1,0,0,0,0
0,32.6,0.2758486106358267,0.5725971083453081,2002.0,0,1,0,0,0,0,0,0,0,0,2.6783818306266536,1,0,0,0,0
1,34.05,0.2890014871278841,0.5747593552018241,2002.0,0,1,0,0,0,0,0,0,0,0,3.156786568163633,1,0,0,0,0
2,42.55,0.28043746239245676,0.5758831545548818,2002.0,0,1,0,0,0,0,0,0,0,0,2.9190405883902057,1,0,0,0,0
3,47.1,0.2857178476972416,0.5795675093959193,2002.0,0,1,0,0,0,0,0,0,0,0,2.475241729745384,1,0,0,0,0
4,58.6,0.2962648792296958,0.5799658180273827,2002.0,0,1,0,0,0,0,0,0,0,0,3.358611355959967,1,0,0,0,0
5,68.4,0.3197312229432411,0.5786997655916595,2002.0,0,1,0,0,0,0,0,0,0,0,3.587696865618464,1,0,0,0,0
6,76.05,0.3360440871719,0.5752572409911535,2002.0,0,1,0,0,0,0,0,0,0,0,3.680750033591567,1,0,0,0,0
7,76.4,0.3399734632269785,0.5722130250221111,2002.0,0,1,0,0,0,0,0,0,0,0,3.754940054649606,1,0,0,0,0
8,67.5,0.31903053001034254,0.5704775374135915,2002.0,0,1,0,0,0,0,0,0,0,0,3.4109509372404068,1,0,0,0,0
9,55.3,0.29876081157237383,0.5712457040599854,2002.0,0,1,0,0,0,0,0,0,0,0,3.03212402386424,1,0,0,0,0
10,46.2,0.2840599990586188,0.5740338644802299,2002.0,0,1,0,0,0,0,0,0,0,0,3.0310180222186647,1,0,0,0,0
11,35.35,0.2751295989334406,0.5752999169159532,2002.0,0,1,0,0,0,0,0,0,0,0,3.0174579899312097,1,0,0,0,0
0,32.6,3.3714830188823264,1.0871046549744252,2012.0,0,0,0,0,0,0,0,1,0,0,5.988980709376975,0,1,0,0,0
1,34.05,3.5322403982296944,1.0912097903107094,2012.0,0,0,0,0,0,0,0,1,0,0,7.058714946527609,0,1,0,0,0
2,42.55,3.4275689847966935,1.0933433803868045,2012.0,0,0,0,0,0,0,0,1,0,0,6.527104378417593,0,1,0,0,0
3,47.1,3.4921070274107313,1.1003383149400785,2012.0,0,0,0,0,0,0,0,1,0,0,5.534750423176829,0,1,0,0,0
4,58.6,3.6210151905851706,1.1010945240809729,2012.0,0,0,0,0,0,0,0,1,0,0,7.51000413426211,0,1,0,0,0
5,68.4,3.9078260581951687,1.0986908593117013,2012.0,0,0,0,0,0,0,0,1,0,0,8.02224950661872,0,1,0,0,0
6,76.05,4.107205509878778,1.0921550517368275,2012.0,0,0,0,0,0,0,0,1,0,0,8.230320522321117,0,1,0,0,0
7,76.4,4.155231217218626,1.0863754533028485,2012.0,0,0,0,0,0,0,0,1,0,0,8.396212703885427,0,1,0,0,0
8,67.5,3.899262033459742,1.083080542046094,2012.0,0,0,0,0,0,0,0,1,0,0,7.627037762194123,0,1,0,0,0
9,55.3,3.6515210303290133,1.0845389453892478,2012.0,0,0,0,0,0,0,0,1,0,0,6.779963961715173,0,1,0,0,0
10,46.2,3.471844432938674,1.0898324093755087,2012.0,0,0,0,0,0,0,0,1,0,0,6.777490892922611,0,1,0,0,0
11,35.35,3.3626950980753847,1.0922360741447805,2012.0,0,0,0,0,0,0,0,1,0,0,6.747170058581715,0,1,0,0,0
0,32.6,5.631909133814795,1.045612110891432,1924.0,0,0,1,0,0,0,0,0,0,0,0.797476363238049,1,0,0,0,0
1,34.05,5.900447028860967,1.0495605616728962,1924.0,0,0,1,0,0,0,0,0,0,0,0.9399192613656776,1,0,0,0,0
2,42.55,5.725598190512659,1.0516127170132623,1924.0,0,0,1,0,0,0,0,0,0,0,0.8691314456942205,1,0,0,0,0
3,47.1,5.8334060571520165,1.0583406693316786,1924.0,0,0,1,0,0,0,0,0,0,0,0.7369922951988396,1,0,0,0,0
4,58.6,6.048741284272956,1.059068015528264,1924.0,0,0,1,0,0,0,0,0,0,0,1.0000117007418268,1,0,0,0,0
5,68.4,6.527845801757838,1.0567560936891172,1924.0,0,0,1,0,0,0,0,0,0,0,1.0682208996782792,1,0,0,0,0
6,76.05,6.860900113092958,1.050469744418628,1924.0,0,0,1,0,0,0,0,0,0,0,1.0959270695508576,1,0,0,0,0
7,76.4,6.941124874217477,1.0449107413447245,1924.0,0,0,1,0,0,0,0,0,0,0,1.118016820722772,1,0,0,0,0
8,67.5,6.51353998771116,1.0417415900596019,1924.0,0,0,1,0,0,0,0,0,0,0,1.0155955799541354,1,0,0,0,0
9,55.3,6.099699902935965,1.043144329153017,1924.0,0,0,1,0,0,0,0,0,0,0,0.9028015392682939,1,0,0,0,0
10,46.2,5.799558314113467,1.0482357525291153,1924.0,0,0,1,0,0,0,0,0,0,0,0.9024722321620542,1,0,0,0,0
11,35.35,5.617229311557745,1.0505476743682622,1924.0,0,0,1,0,0,0,0,0,0,0,0.8984347924249948,1,0,0,0,0
0,32.6,0.7892335248747264,1.8007764132019106,1911.0,1,0,0,0,0,0,0,0,0,0,6.895762999881234,0,1,0,0,0
1,34.05,0.826865365949224,1.807576522881099,1911.0,1,0,0,0,0,0,0,0,0,0,8.127464040544114,0,1,0,0,0
2,42.55,0.8023627396228624,1.8111107904117296,1911.0,1,0,0,0,0,0,0,0,0,0,7.515363139938565,0,1,0,0,0
3,47.1,0.8174705086893304,1.8226978194045573,1911.0,1,0,0,0,0,0,0,0,0,0,6.372758409784589,0,1,0,0,0
4,58.6,0.8476467377960741,1.8239504711875658,1911.0,1,0,0,0,0,0,0,0,0,0,8.647082225013063,0,1,0,0,0
5,68.4,0.9147865545320509,1.8199688280201463,1911.0,1,0,0,0,0,0,0,0,0,0,9.236885875578597,0,1,0,0,0
6,76.05,0.961459471630714,1.8091423376098594,1911.0,1,0,0,0,0,0,0,0,0,0,9.476460601404947,0,1,0,0,0
7,76.4,0.9727018531216329,1.799568498982581,1911.0,1,0,0,0,0,0,0,0,0,0,9.667470261163853,0,1,0,0,0
8,67.5,0.9127817941962578,1.7941105162137587,1911.0,1,0,0,0,0,0,0,0,0,0,8.781835733230556,0,1,0,0,0
9,55.3,0.8547878775542918,1.796526344652418,1911.0,1,0,0,0,0,0,0,0,0,0,7.806507800988948,0,1,0,0,0
10,46.2,0.8127272195288261,1.8052949071334763,1911.0,1,0,0,0,0,0,0,0,0,0,7.803660288682019,0,1,0,0,0
11,35.35,0.7871763525040105,1.809276550300896,1911.0,1,0,0,0,0,0,0,0,0,0,7.7687486237895085,0,1,0,0,0
0,32.6,0.4290978387668415,0.8381493904764653,1958.0,0,0,0,0,0,0,1,0,0,0,3.0546613345855143,1,0,0,0,0
1,34.05,0.44955786886559745,0.8413144184838295,1958.0,0,0,0,0,0,0,1,0,0,0,3.6002760177969932,1,0,0,0,0
2,42.55,0.43623605261048826,0.8429594001455515,1958.0,0,0,0,0,0,0,1,0,0,0,3.32912966981825,1,0,0,0,0
3,47.1,0.4444499853068203,0.8483524412896788,1958.0,0,0,0,0,0,0,1,0,0,0,2.822982563257891,1,0,0,0,0
4,58.6,0.46085647880174896,0.8489354727647196,1958.0,0,0,0,0,0,0,1,0,0,0,3.8304546908273975,1,0,0,0,0
5,68.4,0.4973596801339305,0.8470822655761971,1958.0,0,0,0,0,0,0,1,0,0,0,4.091723879807783,1,0,0,0,0
6,76.05,0.5227352467118445,0.8420432078276304,1958.0,0,0,0,0,0,0,1,0,0,0,4.1978498664082915,1,0,0,0,0
7,76.4,0.5288476094641887,0.8375871815541046,1958.0,0,0,0,0,0,0,1,0,0,0,4.282462667371422,1,0,0,0,0
8,67.5,0.49626971334942166,0.8350468301271411,1958.0,0,0,0,0,0,0,1,0,0,0,3.890147335609247,1,0,0,0,0
9,55.3,0.46473904022369256,0.8361712479718627,1958.0,0,0,0,0,0,0,1,0,0,0,3.4580999286419547,1,0,0,0,0
10,46.2,0.4418711096467403,0.840252468297148,1958.0,0,0,0,0,0,0,1,0,0,0,3.456838547451232,1,0,0,0,0
11,35.35,0.4279793761186853,0.8421056754856705,1958.0,0,0,0,0,0,0,1,0,0,0,3.441373498424026,1,0,0,0,0
0,32.6,3.8312307032753705,0.547701581895512,1958.0,0,0,1,0,0,0,0,0,0,0,1.6237729388099544,1,0,0,0,0
1,34.05,4.013909543442835,0.549769818019136,1958.0,0,0,1,0,0,0,0,0,0,0,1.9138065171923448,1,0,0,0,0
2,42.55,3.894964755450788,0.5508447565307565,1958.0,0,0,1,0,0,0,0,0,0,0,1.7696726659794177,1,0,0,0,0
3,47.1,3.9683034402394672,0.5543689220308792,1958.0,0,0,1,0,0,0,0,0,0,0,1.500618952762732,1,0,0,0,0
4,58.6,4.114789989301331,0.5547499128957574,1958.0,0,0,1,0,0,0,0,0,0,0,2.0361630927400793,1,0,0,0,0
5,68.4,4.440711429767237,0.553538906218109,1958.0,0,0,1,0,0,0,0,0,0,0,2.1750465211607097,1,0,0,0,0
6,76.05,4.6672789884986114,0.5502460566002337,1958.0,0,0,1,0,0,0,0,0,0,0,2.231460141615232,1,0,0,0,0
7,76.4,4.721853655930257,0.5473341978472367,1958.0,0,0,1,0,0,0,0,0,0,0,2.276437951405556,1,0,0,0,0
8,67.5,4.430979583476979,0.5456741662216962,1958.0,0,0,1,0,0,0,0,0,0,0,2.0678940411582656,1,0,0,0,0
9,55.3,4.1494557162829695,0.5464089343182469,1958.0,0,0,1,0,0,0,0,0,0,0,1.8382296656762969,1,0,0,0,0
10,46.2,3.945277764703039,0.5490758703723937,1958.0,0,0,1,0,0,0,0,0,0,0,1.837559150545919,1,0,0,0,0
11,35.35,3.8212444296311188,0.5502868770500421,1958.0,0,0,1,0,0,0,0,0,0,0,1.8293383609534932,1,0,0,0,0
0,32.6,2.3140633447783236,0.9626270227254453,1905.0,0,0,0,1,0,0,0,0,0,0,5.437179082984847,0,1,0,0,0
1,34.05,2.424401364239472,0.9662621043972695,1905.0,0,0,0,1,0,0,0,0,0,0,6.408352125750124,0,1,0,0,0
2,42.55,2.352558712292276,0.968151390266178,1905.0,0,0,0,1,0,0,0,0,0,0,5.925722108809867,0,1,0,0,0
3,47.1,2.396855277904638,0.9743453781148786,1905.0,0,0,0,1,0,0,0,0,0,0,5.024799826675208,0,1,0,0,0
4,58.6,2.4853331535380034,0.9750149984228462,1905.0,0,0,0,1,0,0,0,0,0,0,6.818061265084204,0,1,0,0,0
5,68.4,2.682189703579411,0.9728865624439492,1905.0,0,0,0,1,0,0,0,0,0,0,7.283110320856315,0,1,0,0,0
6,76.05,2.819036509053161,0.967099129782229,1905.0,0,0,0,1,0,0,0,0,0,0,7.472010474196459,0,1,0,0,0
7,76.4,2.8519996081818753,0.9619813174284766,1905.0,0,0,0,1,0,0,0,0,0,0,7.6226179887973915,0,1,0,0,0
8,67.5,2.6763116684200954,0.9590636860866175,1905.0,0,0,0,1,0,0,0,0,0,0,6.924311865090556,0,1,0,0,0
9,55.3,2.5062712526349133,0.9603550966805552,1905.0,0,0,0,1,0,0,0,0,0,0,6.155284183552448,0,1,0,0,0
10,46.2,2.3829477698806354,0.9650424388363283,1905.0,0,0,0,1,0,0,0,0,0,0,6.153038973797698,0,1,0,0,0
11,35.35,2.308031635497196,0.9671708748152256,1905.0,0,0,0,1,0,0,0,0,0,0,6.125511784404877,0,1,0,0,0
0,32.6,3.6320067067050514,2.2903884333812323,1983.0,0,0,0,1,0,0,0,0,0,0,13.10300409778656,0,0,1,0,0
1,34.05,3.805186247183807,2.2990374208072963,1983.0,0,0,0,1,0,0,0,0,0,0,15.443424408538487,0,0,0,1,0
2,42.55,3.692426588167347,2.3035326182195273,1983.0,0,0,0,1,0,0,0,0,0,0,14.280339103978067,0,0,1,0,0
3,47.1,3.7619516613470148,2.318270037583677,1983.0,0,0,0,1,0,0,0,0,0,0,12.109215406482123,0,0,1,0,0
4,58.6,3.900820909857661,2.3198632721095307,1983.0,0,0,0,1,0,0,0,0,0,0,16.430778411351273,0,0,0,1,0
5,68.4,4.20979443541934,2.314799062366638,1983.0,0,0,0,1,0,0,0,0,0,0,17.55149553147022,0,0,0,1,0
6,76.05,4.424580481096683,2.301028963964614,1983.0,0,0,0,1,0,0,0,0,0,0,18.006724142761357,0,0,0,1,0
7,76.4,4.4763172658218835,2.2888521000884445,1983.0,0,0,0,1,0,0,0,0,0,0,18.369671702673276,0,0,0,1,0
8,67.5,4.200568645136176,2.281910149654366,1983.0,0,0,0,1,0,0,0,0,0,0,16.686830681476472,0,0,0,1,0
9,55.3,3.933684019036255,2.2849828162399417,1983.0,0,0,0,1,0,0,0,0,0,0,14.833558477506065,0,0,1,0,0
10,46.2,3.7401233209384808,2.2961354579209194,1983.0,0,0,0,1,0,0,0,0,0,0,14.828147768723465,0,0,1,0,0
11,35.35,3.622539719290301,2.3011996676638127,1983.0,0,0,0,1,0,0,0,0,0,0,14.761810267252635,0,0,1,0,0
0,32.6,0.34481076329478333,0.17426868514857202,2003.0,0,0,0,0,0,0,0,0,1,0,0.8768373869573752,1,0,0,0,0
1,34.05,0.3612518589098551,0.17492676027881604,2003.0,0,0,0,0,0,0,0,0,1,0,1.0334555192838661,1,0,0,0,0
2,42.55,0.3505468279905709,0.17526878616887706,2003.0,0,0,0,0,0,0,0,0,1,0,0.9556232396288854,1,0,0,0,0
3,47.1,0.35714730962155206,0.17639011155527975,2003.0,0,0,0,0,0,0,0,0,1,0,0.8103342344918751,1,0,0,0,0
4,58.6,0.37033109903711975,0.17651133592137735,2003.0,0,0,0,0,0,0,0,0,1,0,1.0995280700796426,1,0,0,0,0
5,68.4,0.3996640286790513,0.1761260156148529,2003.0,0,0,0,0,0,0,0,0,1,0,1.174525121426783,1,0,0,0,0
6,76.05,0.420055108964875,0.17507829073643802,2003.0,0,0,0,0,0,0,0,0,1,0,1.2049884764722252,1,0,0,0,0
7,76.4,0.4249668290337231,0.17415179022412078,2003.0,0,0,0,0,0,0,0,0,1,0,1.229276493759,1,0,0,0,0
8,67.5,0.39878816251292815,0.173623598343267,2003.0,0,0,0,0,0,0,0,0,1,0,1.1166627822254633,1,0,0,0,0
9,55.3,0.37345101446546725,0.17385738819216948,2003.0,0,0,0,0,0,0,0,0,1,0,0.9926440194652001,1,0,0,0,0
10,46.2,0.3550749988232735,0.17470595875485256,2003.0,0,0,0,0,0,0,0,0,1,0,0.9922819412947961,1,0,0,0,0
11,35.35,0.3439119986668007,0.17509127906137706,2003.0,0,0,0,0,0,0,0,0,1,0,0.9878427149148861,1,0,0,0,0
0,32.6,2.965372564335137,0.33194035266394667,1914.0,0,0,1,0,0,0,0,0,0,0,0.7022290761346944,1,0,0,0,0
1,34.05,3.106765986624754,0.3331938291025067,1914.0,0,0,1,0,0,0,0,0,0,0,0.8276591821104554,1,0,0,0,0
2,42.55,3.01470272071891,0.33384530698833725,1914.0,0,0,1,0,0,0,0,0,0,0,0.7653259711313584,1,0,0,0,0
3,47.1,3.0714668627453476,0.33598116486719953,1914.0,0,0,1,0,0,0,0,0,0,0,0.6489689756753112,1,0,0,0,0
4,58.6,3.18484745171923,0.3362120684216711,1914.0,0,0,1,0,0,0,0,0,0,0,0.8805744284187613,1,0,0,0,0
5,68.4,3.437110646639842,0.33547812498067214,1914.0,0,0,1,0,0,0,0,0,0,0,0.9406370020084625,1,0,0,0,0
6,76.05,3.612473937097925,0.3334824585455962,1914.0,0,0,1,0,0,0,0,0,0,0,0.9650340612439899,1,0,0,0,0
7,76.4,3.654714729690019,0.33171769566499193,1914.0,0,0,1,0,0,0,0,0,0,0,0.9844855036598051,1,0,0,0,0
8,67.5,3.4295781976111823,0.3307116158919371,1914.0,0,0,1,0,0,0,0,0,0,0,0.894297033384029,1,0,0,0,0
9,55.3,3.2116787244030185,0.33115692988984663,1914.0,0,0,1,0,0,0,0,0,0,0,0.7949746476236451,1,0,0,0,0
10,46.2,3.0536449898801523,0.3327732547711477,1914.0,0,0,1,0,0,0,0,0,0,0,0.7946846715997284,1,0,0,0,0
11,35.35,2.9576431885344863,0.33350719821214675,1914.0,0,0,1,0,0,0,0,0,0,0,0.7911294470097573,1,0,0,0,0
0,32.6,1.7317162778804676,1.1949852695902081,1928.0,0,0,0,0,1,0,0,0,0,0,5.26608543220288,0,1,0,0,0
1,34.05,1.8142871136361614,1.1994977847690242,1928.0,0,0,0,0,1,0,0,0,0,0,6.206698226925615,0,1,0,0,0
2,42.55,1.7605240694637563,1.201843105158014,1928.0,0,0,0,0,1,0,0,0,0,0,5.739255300628313,0,1,0,0,0
3,47.1,1.7936731549882392,1.2095321935219183,1928.0,0,0,0,0,1,0,0,0,0,0,4.8666826608299925,1,0,0,0,0
4,58.6,1.8598850751642015,1.210363446318016,1928.0,0,0,0,0,1,0,0,0,0,0,6.603514902844838,0,1,0,0,0
5,68.4,2.0072015662547913,1.2077212499304197,1928.0,0,0,0,0,1,0,0,0,0,0,7.05393009434094,0,1,0,0,0
6,76.05,2.1096101028013723,1.2005368507641465,1928.0,0,0,0,0,1,0,0,0,0,0,7.236886059274751,0,1,0,0,0
7,76.4,2.1342778524804764,1.194183704393971,1928.0,0,0,0,0,1,0,0,0,0,0,7.382754353571369,0,1,0,0,0
8,67.5,2.0028027717315946,1.1905618172109735,1928.0,0,0,0,0,1,0,0,0,0,0,6.70642207737717,0,1,0,0,0
9,55.3,1.8755539837599025,1.192164947603448,1928.0,0,0,0,0,1,0,0,0,0,0,5.961593663801102,0,1,0,0,0
10,46.2,1.7832655496457737,1.1979837171761318,1928.0,0,0,0,0,1,0,0,0,0,0,5.959419104861388,0,1,0,0,0
11,35.35,1.7272024821932659,1.2006259135637283,1928.0,0,0,0,0,1,0,0,0,0,0,5.93275812334164,0,1,0,0,0
0,32.6,9.52443952834257,1.717791325035924,1972.0,0,1,0,0,0,0,0,0,0,0,9.160469343715828,0,1,0,0,0
1,34.05,9.978579124998888,1.7242780656054721,1972.0,0,1,0,0,0,0,0,0,0,0,10.796685615042078,0,0,1,0,0
2,42.55,9.682882382050659,1.7276494636646453,1972.0,0,1,0,0,0,0,0,0,0,0,9.983558549138777,0,0,1,0,0
3,47.1,9.865202352435315,1.7387025281877575,1972.0,0,1,0,0,0,0,0,0,0,0,8.465699596802326,0,1,0,0,0
4,58.6,10.229367913403108,1.739897454082148,1972.0,0,1,0,0,0,0,0,0,0,0,11.486956793060678,0,0,1,0,0
5,68.4,11.03960861440135,1.7360992967749782,1972.0,0,1,0,0,0,0,0,0,0,0,12.270463746520406,0,0,1,0,0
6,76.05,11.602855565407546,1.7257717229734604,1972.0,0,1,0,0,0,0,0,0,0,0,12.588719598918349,0,0,1,0,0
7,76.4,11.738528188642618,1.7166390750663332,1972.0,0,1,0,0,0,0,0,0,0,0,12.842460647241094,0,0,1,0,0
8,67.5,11.015415244523771,1.7114326122407744,1972.0,0,1,0,0,0,0,0,0,0,0,11.665966045699692,0,0,1,0,0
9,55.3,10.315546910679462,1.7137371121799563,1972.0,0,1,0,0,0,0,0,0,0,0,10.370320933835657,0,0,1,0,0
10,46.2,9.807960523051754,1.7221015934406894,1972.0,0,1,0,0,0,0,0,0,0,0,10.366538241594938,0,0,1,0,0
11,35.35,9.499613652062962,1.7258997507478593,1972.0,0,1,0,0,0,0,0,0,0,0,10.320160888430188,0,0,1,0,0
0,32.6,0.2988359948554789,0.4149254408299333,1986.0,1,0,0,0,0,0,0,0,0,0,1.9683502092015732,1,0,0,0,0
1,34.05,0.3130849443885411,0.4164922863781334,1986.0,1,0,0,0,0,0,0,0,0,0,2.3199311729186163,1,0,0,0,0
2,42.55,0.3038072509251615,0.41730663373542154,1986.0,1,0,0,0,0,0,0,0,0,0,2.1452109953573877,1,0,0,0,0
3,47.1,0.30952766833867845,0.4199764560839994,1986.0,1,0,0,0,0,0,0,0,0,0,1.8190619876736804,1,0,0,0,0
4,58.6,0.32095361916550375,0.4202650855270889,1986.0,1,0,0,0,0,0,0,0,0,0,2.468252767225441,1,0,0,0,0
5,68.4,0.3463754915218445,0.4193476562258402,1986.0,1,0,0,0,0,0,0,0,0,0,2.6366083413654624,1,0,0,0,0
6,76.05,0.36404776110289166,0.41685307318199527,1986.0,1,0,0,0,0,0,0,0,0,0,2.7049933716670878,1,0,0,0,0
7,76.4,0.36830458516256004,0.4146471195812399,1986.0,1,0,0,0,0,0,0,0,0,0,2.759515823171358,1,0,0,0,0
8,67.5,0.34561640751120437,0.41338951986492134,1986.0,1,0,0,0,0,0,0,0,0,0,2.5067172701521105,1,0,0,0,0
9,55.3,0.3236575458700716,0.4139461623623083,1986.0,1,0,0,0,0,0,0,0,0,0,2.2283163246003315,1,0,0,0,0
10,46.2,0.307731665646837,0.41596656846393465,1986.0,1,0,0,0,0,0,0,0,0,0,2.227503520934494,1,0,0,0,0
11,35.35,0.2980570655112273,0.4168839977651834,1986.0,1,0,0,0,0,0,0,0,0,0,2.217538215732455,1,0,0,0,0
0,32.6,5.99204481992268,1.543522639887352,1917.0,0,0,0,1,0,0,0,0,0,0,8.348653167511664,0,1,0,0,0
1,34.05,6.2777545259445935,1.5493513053266563,1917.0,0,0,0,1,0,0,0,0,0,0,9.839865205212883,0,1,0,0,0
2,42.55,6.091724877525033,1.5523806774957682,1917.0,0,0,0,1,0,0,0,0,0,0,9.098798825355386,0,1,0,0,0
3,47.1,6.206426580534527,1.562312416632478,1917.0,0,0,0,1,0,0,0,0,0,0,7.715455082280385,0,1,0,0,0
4,58.6,6.435531543267281,1.5633861181607709,1917.0,0,0,0,1,0,0,0,0,0,0,10.468963392279067,0,0,1,0,0
5,68.4,6.945272676155959,1.5599732811601257,1917.0,0,0,0,1,0,0,0,0,0,0,11.183034643798107,0,0,1,0,0
6,76.05,7.299624338011828,1.5506934322370225,1917.0,0,0,0,1,0,0,0,0,0,0,11.473086128116861,0,0,1,0,0
7,76.4,7.384979117874922,1.5424872848422126,1917.0,0,0,0,1,0,0,0,0,0,0,11.704340218635776,0,0,1,0,0
8,67.5,6.930052068557996,1.5378090138975076,1917.0,0,0,0,1,0,0,0,0,0,0,10.632108544343119,0,0,1,0,0
9,55.3,6.489748740266565,1.539879723987787,1917.0,0,0,0,1,0,0,0,0,0,0,9.45128567803931,0,1,0,0,0
10,46.2,6.170414423995553,1.547395634685837,1917.0,0,0,0,1,0,0,0,0,0,0,9.447838214337153,0,1,0,0,0
11,35.35,5.97642628794307,1.5508084716864825,1917.0,0,0,0,1,0,0,0,0,0,0,9.405570900090277,0,1,0,0,0
0,32.6,2.283413499152121,0.5145075466291174,2008.0,0,0,1,0,0,0,0,0,0,0,3.036314809172986,1,0,0,0,0
1,34.05,2.3922900878919298,0.5164504351088854,2008.0,0,0,1,0,0,0,0,0,0,0,3.578652489615729,1,0,0,0,0
2,42.55,2.32139899424867,0.5174602258319227,2008.0,0,0,1,0,0,0,0,0,0,0,3.309134666968872,1,0,0,0,0
3,47.1,2.3651088503827227,0.5207708055441593,2008.0,0,0,1,0,0,0,0,0,0,0,2.8060275179474545,1,0,0,0,0
4,58.6,2.452414833623593,0.5211287060535903,2008.0,0,0,1,0,0,0,0,0,0,0,3.807448692247087,1,0,0,0,0
5,68.4,2.6466640121412732,0.5199910937200418,2008.0,0,0,1,0,0,0,0,0,0,0,4.067148678854409,1,0,0,0,0
6,76.05,2.781698277145172,0.5168978107456742,2008.0,0,0,1,0,0,0,0,0,0,0,4.172637264808223,1,0,0,0,0
7,76.4,2.8142247789344332,0.5141624282807375,2008.0,0,0,1,0,0,0,0,0,0,0,4.2567418749334625,1,0,0,0,0
8,67.5,2.64086383175228,0.5126030046325025,2008.0,0,0,1,0,0,0,0,0,0,0,3.866782818520835,1,0,0,0,0
9,55.3,2.47307560690465,0.5132932413292622,2008.0,0,0,1,0,0,0,0,0,0,0,3.437330320731067,1,0,0,0,0
10,46.2,2.3513855477630115,0.515798544895279,2008.0,0,0,1,0,0,0,0,0,0,0,3.436076515490518,1,0,0,0,0
11,35.35,2.277461680060147,0.5169361572288275,2008.0,0,0,1,0,0,0,0,0,0,0,3.4207043507093564,1,0,0,0,0
0,32.6,3.5860319382657466,0.6389851788780974,1896.0,0,0,1,0,0,0,0,0,0,0,1.0245234018681855,1,0,0,0,0
1,34.05,3.757019332662493,0.6413981210223254,1896.0,0,0,1,0,0,0,0,0,0,0,1.2075207787046938,1,0,0,0,0
2,42.55,3.6456870111019373,0.6426522159525492,1896.0,0,0,1,0,0,0,0,0,0,0,1.116579182106061,1,0,0,0,0
3,47.1,3.714332020064141,0.6467637423693591,1896.0,0,0,1,0,0,0,0,0,0,0,0.9468191011479141,1,0,0,0,0
4,58.6,3.851443429986045,0.6472082317117169,1896.0,0,0,1,0,0,0,0,0,0,0,1.2847219513717165,1,0,0,0,0
5,68.4,4.156505898262133,0.6457953905877939,1896.0,0,0,1,0,0,0,0,0,0,0,1.3723507812085427,1,0,0,0,0
6,76.05,4.3685731332347,0.6419537327002728,1896.0,0,0,1,0,0,0,0,0,0,0,1.4079450893524679,1,0,0,0,0
7,76.4,4.41965502195072,0.6385565641551095,1896.0,0,0,1,0,0,0,0,0,0,0,1.436323945529696,1,0,0,0,0
8,67.5,4.147396890134453,0.636619860591979,1896.0,0,0,1,0,0,0,0,0,0,0,1.3047426688260486,1,0,0,0,0
9,55.3,3.883890550440859,0.6374770900379548,1896.0,0,0,1,0,0,0,0,0,0,0,1.1598353842957587,1,0,0,0,0
